aardvark, UKPRON, ˈɑːd.vɑːk
acreage, UKPRON, ˈeɪ.kər.ɪdʒ
acres, REF, acre
acre, UKPRON, ˈeɪ.kər
acrid, UKPRON, ˈæk.rɪd
acrimonious, UKPRON, ˌæk.rɪˈməʊ.ni.əs
acrimoniously, UKPRON, ˌæk.rɪˈməʊ.ni.əs.li
acrimony, UKPRON, ˈæk.rɪ.mə.ni
acrobat, UKPRON, ˈæk.rə.bæt
acrobatic, UKPRON, ˌæk.rəˈbæt.ɪk
acrobatics, UKPRON, ˌæk.rəˈbæt.ɪks
acrobats, REF, acrobat
acrobat, UKPRON, ˈæk.rə.bæt
acronym, UKPRON, ˈæk.rə.nɪm
acronyms, REF, acronym
acronym, UKPRON, ˈæk.rə.nɪm
across, UKPRON, əˈkrɒs
acrostic, UKPRON, əˈkrɒs.tɪk
acrostics, REF, acrostic
acrostic, UKPRON, əˈkrɒs.tɪk
acrylic, UKPRON, əˈkrɪl.ɪk
acrylics, NA, Not in dictionary
act, UKPRON, ækt
acted, REF, act
act, UKPRON, ækt
acting, UKPRON, ˈæk.tɪŋ
actings, NA, Not in dictionary
actinides, NA, Not in dictionary
action, UKPRON, ˈæk.ʃən
actionable, UKPRON, ˈæk.ʃən.ə.bəl
actions, REF, action
action, UKPRON, ˈæk.ʃən
activate, UKPRON, ˈæk.tɪ.veɪt
activated, REF, activate
activate, UKPRON, ˈæk.tɪ.veɪt
activates, REF, activate
activate, UKPRON, ˈæk.tɪ.veɪt
activating, REF, activate
activate, UKPRON, ˈæk.tɪ.veɪt
activation, UKPRON, ˌæk.tɪˈveɪ.ʃən
activations, NA, Not in dictionary
activator, NA, Not in dictionary
activators, NA, Not in dictionary
active, REF, the active voice
the active voice, REF, active-voice
active-voice, UKPRON, ˌæk.tɪv ˈvɔɪs
active, UKPRON, ˈæk.tɪv
actively, UKPRON, ˈæk.tɪv.li
actives, NA, Not in dictionary
activism, UKPRON, ˈæk.tɪ.vɪ.zəm
activist, UKPRON, ˈæk.tɪ.vɪst
activists, REF, activist
activist, UKPRON, ˈæk.tɪ.vɪst
activities, REF, activity
activity, UKPRON, ækˈtɪv.ə.ti
activity, UKPRON, ækˈtɪv.ə.ti
actor, UKPRON, ˈæk.tər
actors, REF, actor
actor, UKPRON, ˈæk.tər
actress, UKPRON, ˈæk.trəs
actresses, REF, actor
actor, UKPRON, ˈæk.tər
acts, REF, act
act, UKPRON, ækt
actual, UKPRON, ˈæk.tʃu.əl
actualisation, REF, self-actualization
self-actualization, NA, No UK phonetics
actualise, REF, actualize
actualize, UKPRON, ˈæk.tʃu.ə.laɪz
actualised, REF, actualize
actualize, UKPRON, ˈæk.tʃu.ə.laɪz
actualities, REF, actuality
actuality, UKPRON, ˌæk.tʃuˈæl.ə.ti
actuality, UKPRON, ˌæk.tʃuˈæl.ə.ti
actually, UKPRON, ˈæk.tʃu.ə.li
actuarial, UKPRON, ˌæk.tʃuˈeə.ri.əl
actuaries, REF, actuary
actuary, UKPRON, ˈæk.tʃu.ə.ri
actuary, UKPRON, ˈæk.tʃu.ə.ri
actuate, UKPRON, ˈæk.tʃu.eɪt
actuated, REF, actuate
actuate, UKPRON, ˈæk.tʃu.eɪt
actuates, REF, actuate
actuate, UKPRON, ˈæk.tʃu.eɪt
actuating, REF, actuate
actuate, UKPRON, ˈæk.tʃu.eɪt
actuation, UKPRON, ˌæk.tʃuˈeɪ.ʃən
actuator, UKPRON, ˈæk.tʃu.eɪ.tər
actuators, NA, Not in dictionary
acuity, UKPRON, əˈkjuː.ə.ti
acumen, UKPRON, ˈæk.jə.mən
acupuncture, UKPRON, ˈæk.jə.pʌŋk.tʃər
acupuncturist, NA, Not in dictionary
acupuncturists, NA, Not in dictionary
acute, UKPRON, əˈkjuːt
acutely, UKPRON, əˈkjuːt.li
acuteness, UKPRON, əˈkjuːt.nəs
acuter, NA, Not in dictionary
acutest, NA, Not in dictionary
acyclic, NA, Not in dictionary
adage, UKPRON, ˈæd.ɪdʒ
adages, REF, adage
adage, UKPRON, ˈæd.ɪdʒ
adagio, UKPRON, əˈdɑː.dʒi.əʊ
adam, UKPRON, ˈæd.əm
adamant, UKPRON, ˈæd.ə.mənt
adamantly, UKPRON, ˈæd.ə.mənt.li
adapt, UKPRON, əˈdæpt
adaptability, UKPRON, əˌdæp.təˈbɪl.ə.ti
adaptable, UKPRON, əˈdæp.tə.bəl
adaptation, UKPRON, ˌæd.əpˈteɪ.ʃən
adaptations, REF, adaptation
adaptation, UKPRON, ˌæd.əpˈteɪ.ʃən
adapted, UKPRON, əˈdæp.tɪd
adapter, UKPRON, əˈdæp.tər
adapters, REF, adapter
adapter, UKPRON, əˈdæp.tər
adapting, REF, adapt
adapt, UKPRON, əˈdæpt
adaptive, UKPRON, əˈdæp.tɪv
adaptively, NA, Not in dictionary
adaptivity, NA, Not in dictionary
adaptor, REF, adapter
adapter, UKPRON, əˈdæp.tər
adaptors, REF, adapter
adapter, UKPRON, əˈdæp.tər
adapts, REF, adapt
adapt, UKPRON, əˈdæpt
add, UKPRON, æd
add, UKPRON, ˌeɪ.diːˈdiː
added, UKPRON, ˈæd.ɪd
addenda, REF, addendum
addendum, UKPRON, əˈden.dəm
addendum, UKPRON, əˈden.dəm
adder, UKPRON, ˈæd.ər
adders, REF, adder
adder, UKPRON, ˈæd.ər
addict, UKPRON, ˈæd.ɪkt
addicted, UKPRON, əˈdɪk.tɪd
addiction, UKPRON, əˈdɪk.ʃən
addictions, REF, addiction
addiction, UKPRON, əˈdɪk.ʃən
addictive, UKPRON, əˈdɪk.tɪv
addictiveness, UKPRON, əˈdɪk.tɪv.nəs
addicts, REF, addict
addict, UKPRON, ˈæd.ɪkt
adding, REF, add
add, UKPRON, æd
add, UKPRON, ˌeɪ.diːˈdiː
addition, UKPRON, əˈdɪʃ.ən
additional, UKPRON, əˈdɪʃ.ən.əl
additionally, UKPRON, əˈdɪʃ.ən.əl.i
additions, REF, addition
addition, UKPRON, əˈdɪʃ.ən
additive, UKPRON, ˈæd.ɪ.tɪv
additively, NA, Not in dictionary
additives, REF, additive
additive, UKPRON, ˈæd.ɪ.tɪv
addle, UKPRON, ˈæd.əl
addled, UKPRON, ˈæd.əld
addles, REF, addle
addle, UKPRON, ˈæd.əl
addling, REF, addle
addle, UKPRON, ˈæd.əl
address, UKPRON, əˈdres
addressability, NA, Not in dictionary
addressable, NA, Not in dictionary
addressed, REF, address
address, UKPRON, əˈdres
addressee, UKPRON, ˌæd.resˈiː
addressees, REF, addressee
addressee, UKPRON, ˌæd.resˈiː
addresses, REF, address
address, UKPRON, əˈdres
addressing, REF, address
address, UKPRON, əˈdres
adds, REF, add
add, UKPRON, æd
add, UKPRON, ˌeɪ.diːˈdiː
adduce, UKPRON, əˈdʒuːs
adduced, REF, adduce
adduce, UKPRON, əˈdʒuːs
adduces, REF, adduce
adduce, UKPRON, əˈdʒuːs
adducing, REF, adduce
adduce, UKPRON, əˈdʒuːs
adelaide, NA, Not in dictionary
aden, NA, Not in dictionary
adenine, UKPRON, ˈæd.ə.niːn
adenoid, REF, adenoids
adenoids, UKPRON, ˈæd.ən.ɔɪdz
adenoids, UKPRON, ˈæd.ən.ɔɪdz
adenoma, REF, benign-adrenal-adenoma
benign-adrenal-adenoma, UKPRON, bɪˌnaɪn əˌdriː.nəl æd.ɪˈnəʊ.mə
adenomas, REF, benign-adrenal-adenoma
benign-adrenal-adenoma, UKPRON, bɪˌnaɪn əˌdriː.nəl æd.ɪˈnəʊ.mə
adept, UKPRON, əˈdept
adepts, NA, Not in dictionary
adequacy, UKPRON, ˈæd.ə.kwə.si
adequate, UKPRON, ˈæd.ə.kwət
adequately, UKPRON, ˈæd.ə.kwət.li
adhere, UKPRON, ədˈhɪər
adhered, REF, adhere
adhere, UKPRON, ədˈhɪər
adherence, UKPRON, ədˈhɪə.rəns
adherent, UKPRON, ədˈhɪə.rənt
adherents, REF, adherent
adherent, UKPRON, ədˈhɪə.rənt
adherer, NA, Not in dictionary
adherers, NA, Not in dictionary
adheres, REF, adhere
adhere, UKPRON, ədˈhɪər
adhering, REF, adhere
adhere, UKPRON, ədˈhɪər
adhesion, UKPRON, ədˈhiː.ʒən
adhesions, NA, Not in dictionary
adhesive, UKPRON, ədˈhiː.sɪv
adhesiveness, NA, Not in dictionary
adhesives, REF, adhesive
adhesive, UKPRON, ədˈhiː.sɪv
adhoc, NA, Not in dictionary
adiabatic, UKPRON, ˌeɪ.daɪ.əˈbæt.ɪk
adiabatically, NA, Not in dictionary
adieu, UKPRON, əˈdjuː
adieus, NA, Not in dictionary
adieux, NA, Not in dictionary
adios, UKPRON, ˌæd.iˈɒs
adipose, UKPRON, ˈæd.ɪ.pəʊs
adit, NA, Not in dictionary
adjacency, UKPRON, əˈdʒeɪ.sən.si
adjacent, UKPRON, əˈdʒeɪ.sənt
adjacently, NA, Not in dictionary
adjectival, UKPRON, ˌædʒ.ekˈtaɪ.vəl
adjective, UKPRON, ˈædʒ.ek.tɪv
adjectives, REF, adjective
adjective, UKPRON, ˈædʒ.ek.tɪv
adjoin, UKPRON, əˈdʒɔɪn
adjoined, REF, adjoin
adjoin, UKPRON, əˈdʒɔɪn
adjoining, UKPRON, əˈdʒɔɪ.nɪŋ
adjoins, REF, adjoin
adjoin, UKPRON, əˈdʒɔɪn
adjourn, UKPRON, əˈdʒɜːn
adjourned, REF, adjourn
adjourn, UKPRON, əˈdʒɜːn
adjourning, REF, adjourn
adjourn, UKPRON, əˈdʒɜːn
adjournment, UKPRON, əˈdʒɜːn.mənt
adjourns, REF, adjourn
adjourn, UKPRON, əˈdʒɜːn
adjudge, UKPRON, əˈdʒʌdʒ
adjudged, REF, adjudge
adjudge, UKPRON, əˈdʒʌdʒ
adjudges, REF, adjudge
adjudge, UKPRON, əˈdʒʌdʒ
adjudicate, UKPRON, əˈdʒuː.dɪ.keɪt
adjudicated, REF, adjudicate
adjudicate, UKPRON, əˈdʒuː.dɪ.keɪt
adjudicates, REF, adjudicate
adjudicate, UKPRON, əˈdʒuː.dɪ.keɪt
adjudicating, REF, adjudicate
adjudicate, UKPRON, əˈdʒuː.dɪ.keɪt
adjudication, UKPRON, əˌdʒuː.dɪˈkeɪ.ʃən
adjudications, REF, adjudication
adjudication, UKPRON, əˌdʒuː.dɪˈkeɪ.ʃən
adjudicator, UKPRON, əˈdʒuː.dɪ.keɪ.tər
adjudicators, REF, adjudicator
adjudicator, UKPRON, əˈdʒuː.dɪ.keɪ.tər
adjunct, UKPRON, ˈædʒ.ʌŋkt
adjuncts, REF, adjunct
adjunct, UKPRON, ˈædʒ.ʌŋkt
adjure, UKPRON, əˈdʒʊər
adjust, UKPRON, əˈdʒʌst
adjustable, UKPRON, əˈdʒʌs.tə.bəl
adjusted, REF, adjust
adjust, UKPRON, əˈdʒʌst
adjuster, UKPRON, əˈdʒʌstər
adjusting, REF, adjust
adjust, UKPRON, əˈdʒʌst
adjustment, UKPRON, əˈdʒʌst.mənt
adjustments, REF, adjustment
adjustment, UKPRON, əˈdʒʌst.mənt
adjusts, REF, adjust
adjust, UKPRON, əˈdʒʌst
adjutant, UKPRON, ˈædʒ.ə.tənt
adlib, NA, Not in dictionary
adlibs, NA, Not in dictionary
adman, UKPRON, ˈæd.mæn
admen, REF, adman
adman, UKPRON, ˈæd.mæn
admin, UKPRON, ˈædmɪn
administer, UKPRON, ədˈmɪn.ɪ.stər
administered, REF, administer
administer, UKPRON, ədˈmɪn.ɪ.stər
administering, REF, administer
administer, UKPRON, ədˈmɪn.ɪ.stər
administers, REF, administer
administer, UKPRON, ədˈmɪn.ɪ.stər
administrate, REF, administer
administer, UKPRON, ədˈmɪn.ɪ.stər
administrate, UKPRON, ədˈmɪnɪstreɪt
administrated, REF, administrate
administrate, REF, administer
administer, UKPRON, ədˈmɪn.ɪ.stər
administrate, UKPRON, ədˈmɪnɪstreɪt
administrating, REF, administrate
administrate, REF, administer
administer, UKPRON, ədˈmɪn.ɪ.stər
administrate, UKPRON, ədˈmɪnɪstreɪt
administration, UKPRON, ədˌmɪn.ɪˈstreɪ.ʃən
administrations, REF, administration
administration, UKPRON, ədˌmɪn.ɪˈstreɪ.ʃən
administrative, UKPRON, ədˈmɪn.ɪ.strə.tɪv
administratively, UKPRON, ədˈmɪn.ɪ.strə.tɪv.li
administrator, UKPRON, ədˈmɪn.ɪ.streɪ.tər
administrators, REF, administrator
administrator, UKPRON, ədˈmɪn.ɪ.streɪ.tər
admirable, UKPRON, ˈæd.mɪ.rə.bəl
admirably, UKPRON, ˈæd.mɪ.rə.bli
admiral, UKPRON, ˈæd.mər.əl
admirals, REF, admiral
admiral, UKPRON, ˈæd.mər.əl
admiration, UKPRON, ˌæd.mɪˈreɪ.ʃən
admire, UKPRON, ədˈmaɪər
admired, REF, admire
admire, UKPRON, ədˈmaɪər
admirer, UKPRON, ədˈmaɪə.rər
admirers, REF, admirer
admirer, UKPRON, ədˈmaɪə.rər
admires, REF, admire
admire, UKPRON, ədˈmaɪər
admiring, UKPRON, ədˈmaɪə.rɪŋ
admiringly, UKPRON, ədˈmaɪə.rɪŋ.li
admissibility, UKPRON, ədˌmɪs.əˈbɪl.ə.ti
admissible, UKPRON, ədˈmɪs.ə.bəl
admission, UKPRON, ədˈmɪʃ.ən
admissions, NA, No UK prononciation
admit, UKPRON, ədˈmɪt
admits, REF, admit
admit, UKPRON, ədˈmɪt
admittance, UKPRON, ədˈmɪt.əns
admittances, NA, Not in dictionary
admitted, REF, admit
admit, UKPRON, ədˈmɪt
admittedly, UKPRON, ədˈmɪt.ɪd.li
admitting, REF, admit
admit, UKPRON, ədˈmɪt
admix, NA, Not in dictionary
admixture, UKPRON, ədˈmɪks.tʃər
admonish, UKPRON, ədˈmɒn.ɪʃ
admonished, REF, admonish
admonish, UKPRON, ədˈmɒn.ɪʃ
admonishes, REF, admonish
admonish, UKPRON, ədˈmɒn.ɪʃ
admonishing, REF, admonish
admonish, UKPRON, ədˈmɒn.ɪʃ
admonishment, REF, admonish
admonish, UKPRON, ədˈmɒn.ɪʃ
admonition, UKPRON, ˌæd.məˈnɪʃ.ən
admonitions, REF, admonition
admonition, UKPRON, ˌæd.məˈnɪʃ.ən
admonitory, UKPRON, ədˈmɒn.ɪ.tər.i
ado, UKPRON, əˈduː
adobe, UKPRON, əˈdəʊ.bi
adolescence, UKPRON, ˌæd.əˈles.əns
adolescent, UKPRON, ˌæd.əˈles.ənt
adolescents, REF, adolescent
adolescent, UKPRON, ˌæd.əˈles.ənt
adonis, UKPRON, əˈdəʊ.nɪs
adopt, UKPRON, əˈdɒpt
adopted, UKPRON, əˈdɒp.tɪd
adopter, UKPRON, əˈdɒptər
adopting, REF, adopt
adopt, UKPRON, əˈdɒpt
adoption, UKPRON, əˈdɒp.ʃən
adoptions, REF, adoption
adoption, UKPRON, əˈdɒp.ʃən
adoptive, UKPRON, əˈdɒp.tɪv
adopts, REF, adopt
adopt, UKPRON, əˈdɒpt
adorable, UKPRON, əˈdɔː.rə.bəl
adorably, NA, Not in dictionary
adoration, UKPRON, ˌæd.əˈreɪ.ʃən
adore, UKPRON, əˈdɔːr
adored, REF, adore
adore, UKPRON, əˈdɔːr
adorer, NA, Not in dictionary
adorers, NA, Not in dictionary
adores, REF, adore
adore, UKPRON, əˈdɔːr
adoring, UKPRON, əˈdɔː.rɪŋ
adoringly, UKPRON, əˈdɔː.rɪŋ.li
adorn, UKPRON, əˈdɔːn
adorned, REF, adorn
adorn, UKPRON, əˈdɔːn
adorning, REF, adorn
adorn, UKPRON, əˈdɔːn
adornment, UKPRON, əˈdɔːn.mənt
adornments, REF, adornment
adornment, UKPRON, əˈdɔːn.mənt
adorns, REF, adorn
adorn, UKPRON, əˈdɔːn
adrenal, UKPRON, əˈdriː.nəl
adrenalin, UKPRON, əˈdren.əl.ɪn
adrenaline, NA, No UK prononciation
adrift, UKPRON, əˈdrɪft
adroit, UKPRON, əˈdrɔɪt
adroitly, UKPRON, əˈdrɔɪt.li
adroitness, UKPRON, əˈdrɔɪt.nəs
adsorb, UKPRON, ædˈzɔːb
adsorbed, REF, adsorb
adsorb, UKPRON, ædˈzɔːb
adsorption, UKPRON, ædˈzɔːpʃən
adulation, UKPRON, ˌædʒ.əˈleɪ.ʃən
adulatory, UKPRON, ˌædʒ.əˈleɪ.tər.i
adult, UKPRON, ˈæd.ʌlt
adulterate, UKPRON, əˈdʌl.tə.reɪt
adulterated, UKPRON, əˈdʌl.tə.reɪ.tɪd
adulterates, REF, adulterate
adulterate, UKPRON, əˈdʌl.tə.reɪt
adulterating, REF, adulterate
adulterate, UKPRON, əˈdʌl.tə.reɪt
adulteration, UKPRON, əˌdʌl.təˈreɪ.ʃən
adulterations, NA, Not in dictionary
adulterer, UKPRON, əˈdʌl.tə.rər
adulterers, REF, adulterer
adulterer, UKPRON, əˈdʌl.tə.rər
adulteress, UKPRON, əˈdʌl.tə.rəs
adulteresses, REF, adulteress
adulteress, UKPRON, əˈdʌl.tə.rəs
adulterous, UKPRON, əˈdʌl.tər.əs
adultery, UKPRON, əˈdʌl.tər.i
adulthood, UKPRON, ˈæd.ʌlt.hʊd
adults, REF, adult
adult, UKPRON, ˈæd.ʌlt
adumbrate, UKPRON, ˈæd.əm.breɪt
adumbrated, REF, adumbrate
adumbrate, UKPRON, ˈæd.əm.breɪt
adumbrating, REF, adumbrate
adumbrate, UKPRON, ˈæd.əm.breɪt
advance, UKPRON, ədˈvɑːns
advanced, UKPRON, ədˈvɑːnst
advancement, UKPRON, ədˈvɑːns.mənt
advancements, REF, advancement
advancement, UKPRON, ədˈvɑːns.mənt
advancer, UKPRON, ədˈvɑːnsər
advances, REF, advance
advance, UKPRON, ədˈvɑːns
advancing, UKPRON, ədˈvɑːn.sɪŋ
advantage, UKPRON, ədˈvɑːn.tɪdʒ
advantaged, NA, Not in dictionary
advantageous, UKPRON, ˌæd.vænˈteɪ.dʒəs
advantageously, UKPRON, ˌæd.vænˈteɪ.dʒəs.li
advantages, REF, advantage
advantage, UKPRON, ədˈvɑːn.tɪdʒ
advent, UKPRON, ˈæd.vent
advent, UKPRON, ˈæd.vent
advents, NA, Not in dictionary
adventure, UKPRON, ədˈven.tʃər
adventured, NA, Not in dictionary
adventurer, UKPRON, ədˈven.tʃə.rər
adventurers, REF, adventurer
adventurer, UKPRON, ədˈven.tʃə.rər
adventures, REF, adventure
adventure, UKPRON, ədˈven.tʃər
adventuring, NA, Not in dictionary
adventurism, NA, Not in dictionary
adventurous, UKPRON, ədˈven.tʃər.əs
adventurously, UKPRON, ədˈven.tʃər.əs.li
adverb, UKPRON, ˈæd.vɜːb
adverbial, UKPRON, ədˈvɜː.bi.əl
adverbs, REF, adverb
adverb, UKPRON, ˈæd.vɜːb
adversarial, UKPRON, ˌæd.vəˈseə.ri.əl
adversaries, REF, adversary
adversary, UKPRON, ˈæd.və.sər.i
adversary, UKPRON, ˈæd.və.sər.i
adverse, UKPRON, ˈæd.vɜːs
adversely, UKPRON, ˈæd.vɜːs.li
adversities, REF, adversity
adversity, UKPRON, ədˈvɜː.sə.ti
adversity, UKPRON, ədˈvɜː.sə.ti
advert, UKPRON, ˈæd.vɜːt
adverted, NA, Not in dictionary
advertise, UKPRON, ˈæd.və.taɪz
advertised, REF, advertise
advertise, UKPRON, ˈæd.və.taɪz
advertisement, UKPRON, ədˈvɜː.tɪs.mənt
advertisements, REF, advertisement
advertisement, UKPRON, ədˈvɜː.tɪs.mənt
advertiser, UKPRON, ˈæd.və.taɪ.zər
advertisers, REF, advertiser
advertiser, UKPRON, ˈæd.və.taɪ.zər
advertises, REF, advertise
advertise, UKPRON, ˈæd.və.taɪz
advertising, UKPRON, ˈæd.və.taɪ.zɪŋ
adverts, REF, advert
advert, UKPRON, ˈæd.vɜːt
advice, UKPRON, ədˈvaɪs
advices, REF, credit-advice
credit-advice, NA, No UK phonetics
advisability, UKPRON, ədˌvaɪ.zəˈbɪl.ə.ti
advisable, UKPRON, ədˈvaɪ.zə.bəl
advise, UKPRON, ədˈvaɪz
advised, REF, advise
advise, UKPRON, ədˈvaɪz
advisedly, UKPRON, ədˈvaɪ.zɪd.li
adviser, UKPRON, ədˈvaɪ.zər
advisers, REF, adviser
adviser, UKPRON, ədˈvaɪ.zər
advises, REF, advise
advise, UKPRON, ədˈvaɪz
advising, REF, advise
advise, UKPRON, ədˈvaɪz
advisory, UKPRON, ədˈvaɪ.zər.i
advocacy, UKPRON, ˈæd.və.kə.si
advocate, UKPRON, ˈæd.və.keɪt
advocated, REF, advocate
advocate, UKPRON, ˈæd.və.keɪt
advocates, REF, advocate
advocate, UKPRON, ˈæd.və.keɪt
advocating, REF, advocate
advocate, UKPRON, ˈæd.və.keɪt
adze, UKPRON, ædz
aegean, UKPRON, ɪˈdʒiː.ən
aegina, NA, Not in dictionary
aegis, UKPRON, ˈiː.dʒɪs
aeolian, UKPRON, iˈəʊ.li.ən
aeon, REF, eon
eon, UKPRON, ˈiː.ɒn
aeon, UKPRON, ˈiː.ɒn
aeons, REF, aeon
aeon, REF, eon
eon, UKPRON, ˈiː.ɒn
aeon, UKPRON, ˈiː.ɒn
aerate, UKPRON, eəˈreɪt
aerated, REF, aerate
aerate, UKPRON, eəˈreɪt
aerates, REF, aerate
aerate, UKPRON, eəˈreɪt
aerating, REF, aerate
aerate, UKPRON, eəˈreɪt
aeration, UKPRON, eəˈreɪ.ʃən
aerator, UKPRON, eəˈreɪ.tər
aerial, UKPRON, ˈeə.ri.əl
aerially, NA, Not in dictionary
aerials, REF, aerial
aerial, UKPRON, ˈeə.ri.əl
aerify, NA, Not in dictionary
aerobatic, UKPRON, ˌeə.rəˈbæt.ɪk
aerobatics, UKPRON, ˌeə.rəˈbæt.ɪks
aerobe, UKPRON, ˈeə.rəʊb
aerobes, NA, Not in dictionary
aerobic, UKPRON, eəˈrəʊ.bɪk
aerobically, NA, Not in dictionary
aerobics, UKPRON, eəˈrəʊ.bɪks
aerobraking, NA, Not in dictionary
aerodrome, REF, airfield
airfield, UKPRON, ˈeə.fiːld
aerodrome, UKPRON, ˈeə.rə.drəʊm
aerodromes, REF, aerodrome
aerodrome, REF, airfield
airfield, UKPRON, ˈeə.fiːld
aerodrome, UKPRON, ˈeə.rə.drəʊm
aerodynamic, UKPRON, ˌeə.rəʊ.daɪˈnæm.ɪk
aerodynamically, UKPRON, ˌeə.rəʊ.daɪˈnæm.ɪ.kəl.i
aerodynamics, UKPRON, ˌeə.rəʊ.daɪˈnæm.ɪks
aerofoil, NA, Not in dictionary
aerofoils, NA, Not in dictionary
aeronaut, UKPRON, ˈeə.rə.nɔːt
aeronautic, UKPRON, ˌeə.rəˈnɔː.tɪk
aeronautical, UKPRON, ˌeə.rəˈnɔː.tɪ.kəl
aeronautics, UKPRON, ˌeə.rəˈnɔː.tɪks
aeroplane, UKPRON, ˈeə.rə.pleɪn
aeroplanes, REF, aeroplane
aeroplane, UKPRON, ˈeə.rə.pleɪn
aerosol, UKPRON, ˈeə.rə.sɒl
aerosols, REF, aerosol
aerosol, UKPRON, ˈeə.rə.sɒl
aerospace, UKPRON, ˈeə.rə.speɪs
aesop, NA, Not in dictionary
aesthete, UKPRON, ˈiːs.θiːt
aesthetes, REF, aesthete
aesthete, UKPRON, ˈiːs.θiːt
aesthetic, UKPRON, esˈθet.ɪk
aesthetically, UKPRON, esˈθet.ɪ.kəl.i
aestheticism, NA, Not in dictionary
aestheticsy, NA, Not in dictionary
afar, UKPRON, əˈfɑːr
affability, UKPRON, ˌæf.əˈbɪl.ə.ti
affable, UKPRON, ˈæf.ə.bəl
affably, UKPRON, ˈæf.ə.bli
affair, UKPRON, əˈfeər
affairs, REF, affair
affair, UKPRON, əˈfeər
affect, UKPRON, əˈfekt
affectation, UKPRON, ˌæf.ekˈteɪ.ʃən
affectations, REF, affectation
affectation, UKPRON, ˌæf.ekˈteɪ.ʃən
affected, UKPRON, əˈfek.tɪd
affectedly, UKPRON, əˈfek.tɪd.li
affecting, UKPRON, əˈfek.tɪŋ
affection, UKPRON, əˈfek.ʃən
affectionate, UKPRON, əˈfek.ʃən.ət
affectionately, UKPRON, əˈfek.ʃən.ət.li
affections, REF, affection
affection, UKPRON, əˈfek.ʃən
affective, UKPRON, əˈfek.tɪv
affects, REF, affect
affect, UKPRON, əˈfekt
afferent, UKPRON, ˈæf.ər.ənt
affidavit, UKPRON, ˌæf.əˈdeɪ.vɪt
affidavits, REF, affidavit
affidavit, UKPRON, ˌæf.əˈdeɪ.vɪt
affiliate, UKPRON, əˈfɪl.i.eɪt
affiliated, UKPRON, əˈfɪl.i.eɪ.tɪd
affiliates, REF, affiliate
affiliate, UKPRON, əˈfɪl.i.eɪt
affiliating, REF, affiliate
affiliate, UKPRON, əˈfɪl.i.eɪt
affiliation, UKPRON, əˌfɪl.iˈeɪ.ʃən
affiliations, REF, affiliation
affiliation, UKPRON, əˌfɪl.iˈeɪ.ʃən
affine, NA, Not in dictionary
affinities, REF, affinity
affinity, UKPRON, əˈfɪn.ə.ti
affinity, UKPRON, əˈfɪn.ə.ti
affirm, UKPRON, əˈfɜːm
affirmation, UKPRON, ˌæf.əˈmeɪ.ʃən
affirmations, REF, affirmation
affirmation, UKPRON, ˌæf.əˈmeɪ.ʃən
affirmative, UKPRON, əˈfɜː.mə.tɪv
affirmatively, UKPRON, əˈfɜː.mə.tɪv.li
affirmed, REF, affirm
affirm, UKPRON, əˈfɜːm
affirming, REF, affirm
affirm, UKPRON, əˈfɜːm
affirms, REF, affirm
affirm, UKPRON, əˈfɜːm
affix, UKPRON, əˈfɪks
affixed, REF, affix
affix, UKPRON, əˈfɪks
affixes, REF, affix
affix, UKPRON, əˈfɪks
affixing, REF, affix
affix, UKPRON, əˈfɪks
afflict, UKPRON, əˈflɪkt
afflicted, REF, afflict
afflict, UKPRON, əˈflɪkt
afflicting, REF, afflict
afflict, UKPRON, əˈflɪkt
affliction, UKPRON, əˈflɪk.ʃən
afflictions, REF, affliction
affliction, UKPRON, əˈflɪk.ʃən
afflicts, REF, afflict
afflict, UKPRON, əˈflɪkt
affluence, UKPRON, ˈæf.lu.əns
affluent, UKPRON, ˈæf.lu.ənt
afflux, NA, Not in dictionary
afford, UKPRON, əˈfɔːd
affordability, UKPRON, əˌfɔːdəˈbɪləti
affordable, UKPRON, əˈfɔː.də.bəl
afforded, REF, afford
afford, UKPRON, əˈfɔːd
affording, REF, afford
afford, UKPRON, əˈfɔːd
affords, REF, afford
afford, UKPRON, əˈfɔːd
afforestation, UKPRON, æfˌɒr.ɪˈsteɪ.ʃən
afforested, NA, Not in dictionary
affray, UKPRON, əˈfreɪ
affront, UKPRON, əˈfrʌnt
affronted, REF, affront
affront, UKPRON, əˈfrʌnt
affronts, REF, affront
affront, UKPRON, əˈfrʌnt
afghan, UKPRON, ˈæf.ɡæn
afghani, NA, Not in dictionary
afghans, REF, afghan
afghan, UKPRON, ˈæf.ɡæn
afield, UKPRON, əˈfiːld
afire, NA, Not in dictionary
aflame, UKPRON, əˈfleɪm
afloat, UKPRON, əˈfləʊt
afoot, UKPRON, əˈfʊt
aforementioned, UKPRON, əˈfɔːˌmen.ʃənd
aforesaid, REF, aforementioned
aforementioned, UKPRON, əˈfɔːˌmen.ʃənd
aforethought, REF, malice
malice, UKPRON, ˈmæl.ɪs
afraid, UKPRON, əˈfreɪd
afresh, UKPRON, əˈfreʃ
africa, UKPRON, ˈæf.rɪ.kə
african, UKPRON, ˈæf.rɪ.kən
africans, REF, african
african, UKPRON, ˈæf.rɪ.kən
afro, UKPRON, ˈæf.rəʊ
afro, UKPRON, æf.rəʊ-
afros, REF, afro
afro, UKPRON, ˈæf.rəʊ
afro, UKPRON, æf.rəʊ-
aft, UKPRON, ɑːft
